,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,month
12657,4,1.75,2040,5000,2.0,0,0,4,9,2040,0,1921,0,98102,47.6279,-122.315,2015,4
12659,3,1.5,990,8925,1.0,0,0,4,7,990,0,1962,0,98003,47.3294,-122.331,2014,11
12660,4,1.75,1970,9389,1.0,0,0,5,7,1140,830,1960,0,98133,47.7771,-122.339,2014,5
12663,3,2.5,1740,6992,2.0,0,0,3,7,1740,0,1990,0,98042,47.3574,-122.158,2014,7
12664,4,2.5,2290,3777,2.0,0,0,3,7,2290,0,2004,0,98198,47.3617,-122.308,2014,10
12666,3,1.75,2040,8173,1.0,0,0,3,7,1470,570,1958,0,98133,47.7439,-122.333,2014,8
12667,4,1.5,1770,6650,1.0,0,0,3,7,1770,0,1958,0,98008,47.6011,-122.124,2014,9
12669,4,2.0,2030,103672,1.0,0,0,4,7,2030,0,1969,0,98022,47.1647,-121.973,2014,6
12683,4,2.0,1820,5001,2.0,0,0,3,7,1820,0,1947,2002,98119,47.6438,-122.373,2014,11
12695,3,2.5,1800,9000,2.0,0,0,3,7,1800,0,1983,0,98003,47.3186,-122.331,2014,12
12698,3,1.0,1190,9083,1.0,0,0,3,7,1190,0,1955,0,98198,47.4116,-122.293,2014,9
12704,4,2.25,2310,9800,1.0,0,0,3,8,1780,530,1968,0,98033,47.6657,-122.178,2014,9
12705,4,1.75,2000,3728,1.5,0,0,4,9,1820,180,1926,0,98112,47.643,-122.299,2015,5
12713,5,2.5,4600,23250,1.5,0,2,3,9,3600,1000,1918,2003,98004,47.623,-122.218,2015,4
12714,5,3.0,2008,5050,1.0,0,0,3,7,1216,792,1992,0,98118,47.5376,-122.292,2015,5
12727,4,2.75,2520,6398,2.0,0,0,3,8,2520,0,2014,0,98072,47.7685,-122.159,2014,12
12730,4,2.75,2870,7200,2.0,0,0,3,9,2870,0,2008,0,98108,47.5688,-122.317,2014,11
12731,2,1.0,1230,2726,1.5,0,0,3,7,880,350,1920,0,98117,47.6815,-122.359,2014,9
12732,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,2014,5
12736,2,1.0,620,14823,1.0,0,0,3,6,620,0,1926,0,98125,47.7322,-122.3,2015,1
12741,3,1.0,1630,6009,1.0,0,3,4,8,1630,0,1954,0,98117,47.693,-122.383,2014,8
12743,3,1.75,2080,5687,1.5,0,0,4,8,2080,0,1924,0,98144,47.5776,-122.289,2014,7
12748,4,3.5,3050,7020,2.0,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2014,11
12749,3,1.75,1490,12000,1.0,0,0,4,7,1490,0,1956,0,98006,47.569,-122.175,2014,12
12750,4,2.75,1800,5453,1.0,0,0,3,7,1050,750,2002,0,98055,47.4632,-122.209,2014,5
12753,4,2.75,2910,7712,1.0,0,0,3,7,1600,1310,1998,0,98002,47.2842,-122.198,2014,11
12763,4,2.5,1700,9000,1.0,0,0,5,7,1700,0,1972,0,98034,47.7306,-122.233,2014,7
12765,7,4.5,4140,9066,1.0,0,0,3,7,2070,2070,1978,0,98125,47.7302,-122.291,2014,5
12767,4,2.5,2460,6454,2.0,0,0,3,7,2460,0,2006,0,98065,47.5381,-121.89,2015,2
12774,4,2.5,2050,9015,2.0,0,0,4,7,2050,0,1973,0,98058,47.4357,-122.168,2015,1
12777,7,8.0,13540,307752,3.0,0,4,3,12,9410,4130,1999,0,98053,47.6675,-121.986,2014,5
12782,4,2.25,3490,8400,1.5,0,0,4,8,3490,0,1976,0,98058,47.4513,-122.128,2015,4
12783,3,1.75,1160,257875,1.0,0,0,2,7,1160,0,1980,0,98059,47.4655,-122.072,2015,3
12784,4,3.5,3650,57538,2.0,0,0,3,10,3650,0,1996,0,98077,47.7711,-122.041,2014,9
12786,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,0,98040,47.5631,-122.219,2014,8
12788,3,2.0,1380,5198,1.0,0,0,4,7,1380,0,1982,0,98106,47.5514,-122.357,2015,4
12811,4,1.75,1580,9382,1.0,0,0,3,7,1080,500,1963,0,98039,47.6353,-122.232,2014,8
12812,3,1.0,1790,7055,1.0,0,0,5,8,1520,270,1937,0,98133,47.718,-122.355,2014,12
12819,3,1.0,1270,7153,1.0,0,0,5,6,1270,0,1949,0,98055,47.4815,-122.226,2014,10
12820,4,2.25,3040,12160,1.0,0,0,4,7,1520,1520,1963,0,98007,47.5911,-122.133,2015,2
12827,4,1.75,2780,11000,1.0,0,0,3,9,1560,1220,1964,0,98004,47.595,-122.203,2015,3
12832,3,2.5,2970,23100,1.0,0,0,3,7,1510,1460,1967,0,98072,47.7735,-122.133,2014,6
12833,3,2.5,2970,23100,1.0,0,0,3,7,1510,1460,1967,0,98072,47.7735,-122.133,2015,2
12834,3,1.0,1150,19200,1.0,0,0,4,5,1150,0,1908,0,98001,47.2756,-122.27,2014,6
12836,1,1.0,900,7500,1.0,0,0,3,5,900,0,1946,1987,98155,47.7553,-122.283,2014,10
12838,3,2.5,1990,15985,1.0,0,0,3,8,1540,450,1964,0,98007,47.6205,-122.141,2014,9
12850,3,2.0,1550,12262,1.0,0,0,4,7,1550,0,1964,0,98040,47.5755,-122.216,2014,10
12853,4,2.25,1880,9163,2.0,0,0,3,8,1880,0,1981,0,98058,47.4362,-122.165,2014,10
12854,4,2.5,3470,4160,2.0,0,0,3,9,2480,990,1927,0,98119,47.63,-122.363,2014,10
12863,3,1.0,920,4770,1.0,0,0,4,6,920,0,1969,0,98042,47.3654,-122.082,2015,3
12870,2,1.0,850,6800,1.0,0,0,3,7,850,0,1948,0,98133,47.7282,-122.337,2014,7
12871,5,2.25,1960,8592,1.0,0,0,4,8,1290,670,1958,0,98004,47.6066,-122.192,2015,5
12875,4,3.0,2320,7200,2.0,0,0,3,7,2320,0,1976,0,98155,47.7703,-122.312,2014,11
12890,3,1.5,1330,9900,1.0,0,0,3,7,1330,0,1956,0,98034,47.7167,-122.233,2014,10
12893,5,3.0,2660,7700,1.5,0,0,4,7,1670,990,1962,0,98058,47.46,-122.174,2015,4
12894,2,1.0,710,7120,1.0,0,0,5,6,710,0,1942,0,98146,47.5122,-122.374,2014,12
12896,2,1.0,1160,7500,1.5,0,0,4,7,1160,0,1916,0,98014,47.6499,-121.916,2014,12
12897,3,2.25,2840,59677,1.0,0,0,3,7,1580,1260,1967,0,98075,47.5828,-122.044,2014,10
12899,3,2.0,1060,5750,1.0,0,0,3,7,1060,0,1981,0,98126,47.5523,-122.372,2014,5
12904,2,1.0,870,7020,1.0,0,0,4,6,570,300,1942,0,98106,47.5404,-122.352,2014,10
12907,6,4.0,3120,4240,2.0,0,2,4,7,2090,1030,1993,0,98106,47.5305,-122.353,2014,6
12909,4,2.0,1650,9305,1.0,0,0,4,6,1650,0,1960,0,98034,47.7183,-122.213,2014,7
12913,5,3.0,1880,5000,1.0,0,0,3,7,1100,780,1997,0,98106,47.5453,-122.363,2014,6
12915,3,2.25,2010,4400,1.5,0,0,3,7,2010,0,1986,0,98055,47.4735,-122.189,2015,4
12931,3,2.0,1910,5040,1.5,0,0,3,8,1910,0,1971,0,98074,47.6312,-122.061,2014,6
12937,4,2.5,2070,8658,2.0,0,0,3,8,2070,0,1999,0,98178,47.5072,-122.257,2014,12
12938,3,1.0,2160,11484,1.5,0,0,4,7,2160,0,1968,0,98034,47.7277,-122.185,2015,3
12939,2,1.75,2090,11317,1.0,0,0,5,7,1090,1000,1931,0,98188,47.4594,-122.279,2014,8
12940,4,2.5,2040,7260,2.0,0,0,4,7,2040,0,1963,0,98133,47.7399,-122.332,2014,7
12941,4,2.75,1950,9720,1.0,0,0,3,7,1400,550,1986,0,98031,47.3969,-122.205,2015,2
12943,5,3.0,2240,94960,1.0,0,0,3,6,2240,0,1985,0,98045,47.481,-121.788,2015,4
12950,3,1.75,1628,286355,1.0,0,0,3,7,1628,0,1996,0,98092,47.2558,-122.122,2015,2
12951,3,2.0,1990,203861,1.0,0,0,3,7,1990,0,1949,0,98022,47.2507,-122.039,2014,10
12961,4,1.75,2580,19607,1.0,0,2,4,8,1290,1290,1958,0,98056,47.5067,-122.197,2014,10
12962,3,2.25,1350,944,2.0,0,0,3,8,1050,300,2007,0,98144,47.5997,-122.312,2014,8
12963,3,1.75,1350,8548,1.0,0,0,3,7,1350,0,1985,0,98003,47.3179,-122.33,2014,9
12966,4,1.5,2750,128502,1.0,0,0,2,7,1500,1250,1958,0,98055,47.4345,-122.198,2014,6
12971,3,2.5,2070,8400,2.0,0,0,4,8,2070,0,1990,0,98002,47.3099,-122.206,2014,8
12972,3,1.0,1500,2400,1.5,0,0,5,7,1500,0,1900,0,98119,47.6333,-122.362,2014,9
12979,4,2.5,3710,15935,1.0,0,0,3,10,2130,1580,2005,0,98001,47.3528,-122.267,2015,4
12983,3,2.5,3080,7363,2.0,0,0,3,9,3080,0,2006,0,98055,47.4473,-122.205,2014,10
12984,3,1.0,900,4770,1.0,0,0,3,6,900,0,1969,2009,98023,47.3038,-122.362,2014,12
12986,3,1.0,940,7380,1.0,0,0,3,6,940,0,1959,0,98058,47.4516,-122.175,2014,9
12987,3,1.0,1040,7288,1.0,0,0,3,7,1040,0,1959,0,98125,47.7287,-122.311,2014,10
12990,4,2.5,2500,50595,2.0,0,0,3,9,2500,0,1997,0,98045,47.4736,-121.731,2014,12
12993,3,1.0,1610,8500,1.5,0,0,3,7,1610,0,1959,0,98032,47.3717,-122.297,2015,4
12996,5,1.0,1600,7350,1.0,0,0,5,7,1600,0,1962,0,98031,47.3943,-122.196,2014,8
12997,3,3.0,1730,2940,3.0,0,0,3,7,1730,0,1985,0,98117,47.6911,-122.392,2014,6
12998,4,2.5,2280,4602,2.0,0,0,3,8,2280,0,2003,0,98075,47.5895,-122.019,2014,8
13002,4,2.5,3370,10602,2.0,0,0,3,10,3370,0,1999,0,98007,47.6591,-122.147,2014,9
13003,3,2.25,2920,6300,1.0,0,0,3,8,1710,1210,1956,0,98177,47.7065,-122.37,2014,8
13006,3,2.5,2350,715690,1.5,0,0,4,9,2350,0,1979,0,98022,47.1622,-121.971,2015,4
13013,2,1.0,720,6400,1.0,0,0,4,6,720,0,1943,0,98126,47.5286,-122.368,2014,12
13014,2,1.0,770,5680,1.0,0,0,4,6,770,0,1929,0,98117,47.6951,-122.366,2015,2
13020,4,2.5,3370,8402,1.0,0,0,5,10,2240,1130,1962,0,98112,47.6349,-122.29,2015,1
13025,3,2.5,1880,7838,2.0,0,0,3,7,1880,0,1994,0,98055,47.4439,-122.19,2014,5
13032,4,2.5,2470,33305,2.0,0,0,3,9,2470,0,1993,0,98053,47.6303,-121.99,2014,5
13034,3,1.0,940,5904,1.0,0,0,3,6,940,0,1947,0,98103,47.699,-122.35,2015,3
13040,3,2.5,2260,251460,1.5,0,0,3,10,2260,0,1995,0,98070,47.4096,-122.449,2015,5
13041,2,1.5,1220,5000,1.0,0,2,4,7,1220,0,1938,0,98103,47.6624,-122.348,2015,3
13042,3,1.75,2580,40392,1.0,0,0,3,9,1390,1190,1986,0,98072,47.7637,-122.134,2014,9
13047,5,2.5,2240,7543,1.0,0,0,3,7,1140,1100,1966,0,98177,47.7756,-122.372,2014,6
13048,4,1.75,1920,3600,2.0,0,0,4,8,1920,0,1907,0,98119,47.6382,-122.368,2014,11
13051,3,1.0,1010,25277,1.0,0,0,5,5,1010,0,1961,0,98019,47.7242,-121.951,2014,7
13058,3,2.5,1670,7740,1.0,0,0,3,7,1130,540,1974,0,98126,47.5222,-122.37,2014,12
13065,5,2.5,2840,5000,1.0,0,0,4,7,1620,1220,1913,0,98144,47.5817,-122.291,2014,8
13066,4,1.75,1290,3060,2.0,0,0,4,7,1290,0,1906,0,98103,47.6798,-122.348,2014,6
13067,3,2.25,1670,7881,1.0,0,0,4,7,1190,480,1977,0,98031,47.4105,-122.18,2014,6
13068,4,4.5,3860,15246,2.0,0,4,3,11,2940,920,2004,0,98006,47.56,-122.161,2014,9
13069,4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,1909,0,98115,47.6782,-122.3,2014,6
13070,4,2.5,1660,8063,1.0,0,0,4,7,1660,0,1978,0,98198,47.3761,-122.32,2014,7
13071,3,2.5,3420,8700,1.0,0,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,2015,2
13072,2,1.0,1010,43056,1.5,0,0,3,5,1010,0,1990,0,98014,47.7105,-121.316,2014,10
13077,3,1.0,1470,11398,1.0,0,0,3,8,1470,0,1950,0,98155,47.746,-122.296,2015,2
13080,4,1.0,1400,3600,1.0,0,0,4,6,700,700,1901,0,98144,47.5972,-122.295,2015,3
13082,2,1.0,930,5077,1.0,0,0,3,6,930,0,1939,0,98133,47.7095,-122.35,2014,8
13083,5,1.0,2340,4730,2.0,0,0,3,8,1810,530,1918,0,98116,47.5895,-122.385,2014,10
13085,3,1.75,1270,7350,1.0,0,0,4,7,1270,0,1967,0,98005,47.6046,-122.168,2015,2
13103,3,2.5,1650,1838,2.0,0,0,4,7,1270,380,1991,0,98107,47.6666,-122.367,2014,12
13107,3,3.5,3220,3960,2.0,0,4,3,10,2760,460,1991,0,98116,47.5909,-122.384,2014,10
13109,4,1.5,1580,6360,1.5,0,0,3,7,1290,290,1945,0,98115,47.6873,-122.286,2014,9
13112,3,1.75,1020,7020,1.5,0,0,4,7,1020,0,1953,0,98155,47.7362,-122.314,2014,6
13118,4,2.0,2360,7440,1.0,0,0,3,7,1180,1180,1955,0,98178,47.5044,-122.245,2014,8
13119,6,2.0,2210,9870,2.0,0,0,4,7,2210,0,1969,1995,98059,47.4751,-122.145,2015,3
13121,3,3.0,1320,1012,3.0,0,0,3,8,1320,0,2009,0,98117,47.6904,-122.395,2015,4
13122,3,2.5,1980,9907,2.0,0,0,3,8,1980,0,1991,0,98022,47.1903,-122.013,2014,9
13127,2,2.25,1390,1222,3.0,0,0,3,7,1340,50,2009,0,98052,47.6754,-122.121,2014,12
13128,3,2.0,1900,9975,1.0,0,0,3,8,1500,400,1973,0,98027,47.5307,-122.054,2015,5
13130,4,2.5,2700,5100,1.0,0,0,4,8,1440,1260,1968,0,98136,47.5331,-122.384,2014,6
13138,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,0,98059,47.4821,-122.108,2014,12
13144,2,1.0,950,3880,1.0,0,0,4,6,950,0,1919,0,98117,47.687,-122.389,2015,4
13148,6,1.0,2330,5000,1.5,0,0,4,7,2330,0,1920,0,98117,47.6789,-122.397,2014,9
13151,3,1.0,1450,7930,1.0,0,0,4,6,1150,300,1923,0,98126,47.5212,-122.371,2015,3
13152,4,2.5,2280,27441,2.0,0,0,3,8,2280,0,1996,0,98072,47.7628,-122.123,2014,12
13160,2,1.0,1320,24319,1.0,0,0,3,7,1320,0,1966,0,98027,47.4741,-122.015,2015,3
13171,3,2.25,1790,10209,1.0,0,0,3,7,1290,500,1967,0,98072,47.7492,-122.086,2014,6
13176,3,1.75,2130,20423,1.0,0,0,3,9,2130,0,1953,0,98004,47.6339,-122.192,2014,11
13178,3,1.5,1390,12500,1.0,0,0,4,6,1390,0,1976,0,98014,47.6496,-121.908,2014,11
13183,4,2.0,1700,8043,1.0,0,0,3,7,850,850,1954,0,98168,47.4758,-122.288,2014,8
13185,3,1.75,1720,5000,1.5,0,0,3,8,1720,0,1932,2009,98019,47.738,-121.983,2014,12
13190,2,1.0,1080,5000,1.0,0,0,3,7,1080,0,1954,0,98106,47.5682,-122.359,2014,8
13194,4,2.25,2050,7700,2.0,0,0,3,7,2050,0,1977,0,98023,47.3009,-122.375,2015,2
13196,5,3.5,5850,22885,2.0,0,2,4,11,4670,1180,1978,0,98004,47.606,-122.211,2014,6
13206,2,1.5,1230,1516,3.0,0,0,3,8,1230,0,2000,0,98125,47.7265,-122.314,2015,4
13209,2,1.5,1000,5125,1.0,0,0,3,7,1000,0,1942,1968,98103,47.6926,-122.347,2014,8
13210,4,2.25,2350,46173,2.0,0,0,4,8,2350,0,1980,0,98053,47.6657,-122.067,2015,3
13219,5,2.75,2920,9163,1.0,0,0,4,8,1520,1400,1976,0,98006,47.5668,-122.169,2014,12
13221,4,3.0,2710,217800,2.5,0,0,3,9,2710,0,2006,0,98022,47.2411,-121.932,2014,9
13229,3,1.5,1820,5756,1.5,0,0,3,7,1640,180,1946,0,98119,47.6479,-122.367,2014,6
13232,3,2.5,1920,7779,2.0,0,0,3,7,1920,0,1989,0,98031,47.4024,-122.171,2015,3
13235,4,3.25,3640,13530,1.0,0,0,3,9,2570,1070,1924,2000,98039,47.6293,-122.238,2015,4
13241,3,1.0,1200,15843,1.0,0,2,3,7,1200,0,1955,0,98045,47.4991,-121.779,2014,8
13246,3,2.5,1610,5024,2.0,0,0,3,7,1610,0,2004,0,98038,47.3833,-122.043,2015,3
13247,3,2.75,2290,14810,1.0,0,0,5,7,1400,890,1967,0,98056,47.5343,-122.185,2014,7
13272,3,2.5,2180,15693,1.0,0,0,4,8,1850,330,1979,0,98075,47.592,-122.082,2014,6
13281,2,1.0,1140,15624,1.0,0,0,4,6,1140,0,1909,0,98177,47.7673,-122.367,2014,12
13282,2,1.5,1460,5700,1.5,0,0,3,7,1460,0,1912,0,98115,47.6838,-122.312,2015,1
13289,3,2.5,1808,19200,1.0,0,0,3,8,1808,0,2005,0,98001,47.2598,-122.281,2014,9
13292,3,1.75,1950,8325,1.0,0,0,4,7,1950,0,1962,0,98011,47.7685,-122.2,2015,5
13293,4,3.5,3170,4000,2.0,0,0,3,10,2340,830,1999,0,98112,47.6265,-122.298,2015,4
13299,4,3.0,3350,199253,2.0,0,0,3,10,3350,0,2004,0,98010,47.3602,-121.988,2015,3
13301,3,1.0,1020,7538,1.0,0,0,3,7,1020,0,1981,0,98032,47.3587,-122.288,2015,2
13304,4,1.75,1490,9112,1.0,0,0,3,6,970,520,1940,0,98146,47.4991,-122.345,2014,9
13306,4,2.0,2240,7085,1.5,0,0,3,7,2240,0,1944,1992,98125,47.7309,-122.305,2014,11
13318,4,2.25,2380,36446,2.0,0,0,4,8,2380,0,1977,0,98077,47.7644,-122.072,2014,12
13319,5,3.25,2750,7500,2.0,0,1,3,7,2150,600,1937,1997,98033,47.6636,-122.203,2014,6
13326,3,1.0,1000,223462,1.0,0,2,4,6,1000,0,1933,0,98022,47.2099,-122.043,2014,11
13327,3,2.5,2240,7791,2.0,0,0,3,7,2240,0,2002,0,98065,47.5361,-121.88,2014,10
13329,1,1.0,790,12000,1.0,0,0,3,6,790,0,1918,0,98118,47.5146,-122.265,2014,10
13332,3,1.75,1850,2860,1.5,0,0,5,8,1210,640,1931,0,98116,47.5853,-122.39,2014,7
13343,3,1.0,1010,8184,1.0,0,0,4,6,1010,0,1947,0,98155,47.7416,-122.319,2014,6
13346,3,2.25,1330,8004,2.0,0,0,3,7,1330,0,1985,0,98034,47.7098,-122.217,2014,12
13349,2,1.0,1000,6227,1.0,0,0,3,6,1000,0,1949,0,98168,47.513,-122.333,2014,8
13353,3,1.0,1070,9497,1.0,0,0,3,7,1070,0,1955,0,98028,47.7425,-122.23,2014,9
13356,2,1.75,2230,6930,1.0,0,0,4,8,1530,700,1947,0,98105,47.6705,-122.277,2014,9
13366,4,1.75,1820,6600,1.0,0,0,5,7,1820,0,1960,0,98007,47.606,-122.135,2014,10
13369,2,1.0,760,6000,1.0,0,0,3,6,760,0,1942,0,98199,47.646,-122.384,2015,4
13373,3,2.0,1250,1306,3.0,0,0,3,7,1250,0,2001,0,98107,47.6705,-122.39,2014,8
13374,3,1.75,2140,13068,1.0,0,0,4,7,1460,680,1974,0,98092,47.3099,-122.197,2014,8
13385,4,2.25,2860,26136,1.0,0,0,3,8,1640,1220,1977,0,98005,47.6033,-122.158,2015,3
13386,3,1.0,990,9145,1.5,0,0,4,6,990,0,1939,0,98146,47.5022,-122.36,2015,3
13388,3,2.0,1350,10200,1.0,0,0,3,7,1350,0,1977,0,98074,47.6159,-122.05,2014,8
13395,3,1.0,1020,12289,1.0,0,0,4,7,1020,0,1967,0,98058,47.4235,-122.155,2014,10
13397,4,2.25,1830,7614,2.0,0,0,3,7,1830,0,1991,0,98030,47.3682,-122.179,2014,10
13400,4,4.5,6380,88714,2.0,0,0,3,12,6380,0,2006,0,98029,47.5592,-122.015,2014,10
13408,4,2.75,2540,4400,1.5,0,0,5,7,1630,910,1925,0,98103,47.6832,-122.343,2014,10
13416,4,2.0,1920,7803,1.0,0,0,3,7,1080,840,1962,0,98155,47.758,-122.325,2014,12
13422,2,1.0,1640,17335,1.0,0,0,3,7,840,800,1978,0,98053,47.6397,-121.953,2014,5
13427,4,1.0,2080,3500,1.5,0,0,5,7,1260,820,1926,0,98136,47.5445,-122.383,2014,6
13428,3,1.75,2650,7500,1.5,0,0,4,7,1590,1060,1962,0,98155,47.7716,-122.317,2014,10
13430,3,2.25,1940,8312,1.0,0,1,4,7,1220,720,1963,0,98166,47.4556,-122.346,2015,4
13432,3,2.25,1700,9600,2.0,0,0,3,7,1700,0,1984,0,98042,47.39,-122.158,2015,4
13433,4,3.5,4440,10660,2.0,0,0,3,11,4440,0,2003,0,98059,47.5294,-122.137,2014,7
13440,3,2.25,2120,9297,2.0,0,0,4,8,2120,0,1981,0,98006,47.5561,-122.154,2014,8
13448,4,3.25,4160,47480,2.0,0,0,3,10,4160,0,1995,0,98072,47.7266,-122.115,2014,12
13455,6,1.5,1810,4838,1.5,0,0,4,5,1050,760,1905,0,98055,47.4874,-122.202,2014,12
13465,5,2.5,2850,209523,1.0,0,0,4,7,1930,920,1925,1968,98058,47.3939,-122.089,2014,7
13467,3,2.0,1510,3760,1.0,0,0,5,7,930,580,1925,0,98136,47.5425,-122.39,2015,4
13469,3,1.0,1470,6122,1.0,0,0,3,8,1200,270,1948,0,98199,47.6517,-122.406,2015,1
13472,3,2.25,1270,1406,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,2014,6
13475,3,1.0,1060,20040,1.0,0,0,3,6,1060,0,1943,0,98034,47.7281,-122.235,2015,5
13476,3,2.0,1680,8946,1.0,0,0,3,6,940,740,1996,0,98053,47.6379,-121.966,2014,7
13486,4,2.5,3130,7582,2.0,0,0,3,8,3130,0,2004,0,98075,47.577,-122.055,2014,10
13488,4,2.5,1720,8638,2.0,0,0,3,8,1720,0,1994,0,98003,47.2704,-122.313,2015,1
13490,3,2.0,1520,11067,1.0,0,0,3,7,1140,380,1983,0,98074,47.6326,-122.033,2014,8
13496,6,3.25,3870,24700,2.0,0,0,3,10,2520,1350,1989,0,98028,47.7517,-122.233,2015,3
13499,4,1.75,1940,4800,1.0,0,0,5,7,1030,910,1922,0,98122,47.6054,-122.314,2014,5
13502,3,1.75,2340,10495,1.0,0,0,4,8,2340,0,1967,0,98040,47.5386,-122.226,2014,5
13505,2,2.0,1370,7920,1.0,0,0,3,8,950,420,1949,0,98199,47.6589,-122.397,2015,3
13508,4,3.0,3740,30884,2.0,0,0,3,9,3060,680,1988,0,98072,47.7505,-122.117,2014,6
13512,4,2.5,2980,10194,2.0,0,0,3,9,2980,0,1993,0,98006,47.5515,-122.12,2015,2
13514,5,1.75,1880,48787,2.0,0,0,3,6,1880,0,1922,0,98059,47.5094,-122.165,2014,12
13517,4,2.5,2940,7675,2.0,0,0,3,9,2940,0,2004,0,98052,47.7054,-122.129,2014,7
13524,2,1.5,1180,1722,2.0,0,0,3,8,1180,0,2006,0,98116,47.5626,-122.384,2014,10
13525,2,1.0,1760,27332,1.0,1,4,4,7,1300,460,1951,0,98198,47.3799,-122.325,2014,9
13533,4,1.5,1680,7620,1.0,0,0,4,7,1180,500,1965,0,98166,47.4578,-122.351,2015,5
13537,2,1.0,1250,8520,1.0,0,0,3,6,1250,0,1928,0,98126,47.5158,-122.378,2014,11
13539,3,1.0,1390,6000,1.0,0,0,3,5,1390,0,1954,0,98056,47.4977,-122.175,2014,7
13545,4,2.5,3560,46644,2.0,0,0,3,11,3560,0,1992,0,98077,47.7268,-122.05,2015,2
13550,3,2.5,3450,48787,2.0,0,0,3,10,3450,0,1987,0,98072,47.739,-122.129,2015,4
13551,3,2.5,2020,5613,2.0,0,0,3,7,2020,0,2003,0,98053,47.6835,-122.035,2014,7
13552,3,2.5,2480,7480,2.0,0,0,3,9,2480,0,1992,0,98072,47.771,-122.166,2014,8
13553,3,1.5,1140,3104,2.0,0,0,3,7,1140,0,1988,0,98029,47.5707,-122.018,2014,8
13563,4,2.5,2970,5722,2.0,0,0,3,9,2970,0,2005,0,98074,47.6134,-122.042,2014,12
13564,3,2.5,1590,3121,2.0,0,0,3,7,1590,0,1994,0,98118,47.5515,-122.284,2014,7
13565,3,2.5,3350,4007,2.0,0,0,3,8,2550,800,2005,0,98034,47.7277,-122.207,2014,6
13566,4,2.5,3370,9629,2.0,0,0,3,10,3370,0,1999,0,98075,47.5896,-121.978,2014,8
13568,3,1.75,1360,6603,1.0,0,0,4,7,1360,0,1981,0,98058,47.4619,-122.168,2014,10
13573,4,3.5,2990,4200,2.0,0,4,5,9,2000,990,1925,0,98144,47.593,-122.289,2014,9
13583,3,2.25,1530,7906,1.0,0,0,3,7,1150,380,1980,0,98058,47.4418,-122.136,2015,2
13584,4,1.75,1910,77574,1.0,0,0,4,8,1910,0,1971,0,98042,47.3932,-122.12,2014,8
13589,2,1.0,880,6345,1.0,0,0,3,7,880,0,1919,0,98106,47.5341,-122.358,2014,5
13595,3,1.0,960,5700,1.0,0,0,4,5,960,0,1956,0,98056,47.4983,-122.172,2014,10
13596,2,1.75,1930,5570,1.0,0,0,3,8,1930,0,2005,0,98053,47.7173,-122.034,2014,11
13597,4,2.5,3420,9575,2.0,0,0,3,11,3420,0,1994,0,98027,47.5527,-122.095,2015,4
13601,2,1.0,1250,5208,1.0,0,0,3,7,1050,200,1951,0,98002,47.3063,-122.219,2015,3
13620,3,3.0,2520,2152,1.5,0,0,3,8,1560,960,1925,2006,98119,47.6363,-122.371,2014,5
13622,4,2.5,2150,4000,2.0,0,0,3,7,2150,0,2010,0,98038,47.3655,-122.018,2015,3
13625,3,1.75,2770,39927,1.0,0,0,4,8,1580,1190,1978,0,98027,47.4669,-122.003,2014,6
13631,3,2.0,1310,8454,1.0,0,0,3,7,1310,0,1994,0,98042,47.3697,-122.075,2015,2
13642,6,2.5,3370,15625,1.0,0,0,3,8,1770,1600,1964,0,98166,47.4223,-122.343,2014,12
13651,3,2.0,1400,6200,1.0,0,0,3,6,700,700,1948,0,98133,47.7634,-122.34,2014,5
13654,3,2.25,1860,12000,1.0,0,0,4,7,1860,0,1976,0,98092,47.2942,-122.19,2015,2
13659,3,1.75,1170,8148,1.0,0,0,3,7,1170,0,1952,0,98155,47.7479,-122.318,2014,7
13668,3,2.5,2280,18241,1.0,0,0,3,9,960,1320,1995,0,98011,47.7453,-122.213,2015,2
13676,3,1.0,2230,8163,1.0,0,0,3,7,1230,1000,1966,0,98118,47.5215,-122.275,2014,8
13680,5,2.5,1630,20750,1.0,0,0,4,7,1100,530,1975,0,98042,47.3657,-122.113,2015,4
13684,4,2.5,2890,15067,2.0,0,0,3,9,2890,0,2003,0,98024,47.5666,-121.907,2014,8
13686,3,2.5,1410,2500,2.0,0,0,3,7,1410,0,2006,0,98146,47.5132,-122.358,2014,9
13696,3,1.75,1770,8571,1.0,0,0,3,8,1270,500,1978,0,98023,47.3109,-122.339,2014,11
13697,5,3.5,4790,12957,2.0,0,1,3,9,3110,1680,2005,0,98006,47.5469,-122.194,2014,9
13698,3,1.75,1300,8500,1.0,0,0,4,7,1300,0,1964,0,98022,47.209,-122.005,2014,8
13701,4,2.5,2100,7366,2.0,0,0,3,8,2100,0,1997,0,98042,47.3703,-122.107,2014,9
